id;serial;valor;created_at;updated_at
110;h1a4szlfg8;47745.5;2022-07-27 13:04:57.960136;2022-07-27 13:04:57.960136
111;namjjxq7pu;35817.1;2022-07-27 13:04:57.989217;2022-07-27 13:04:57.989217
112;8j9ubeol3q;24661.4;2022-07-27 13:04:58.012924;2022-07-27 13:04:58.012924
113;u41m4px42f;40987.7;2022-07-27 13:04:58.043008;2022-07-27 13:04:58.043008
114;rdpqipm5j3;39494.3;2022-07-27 13:04:58.087405;2022-07-27 13:04:58.087405
115;9b4z9qx3jt;51017.1;2022-07-27 13:04:58.118983;2022-07-27 13:04:58.118983
116;p1ytgb9uy7;33942.9;2022-07-27 13:04:58.140697;2022-07-27 13:04:58.140697
117;4s5w8zjvq5;27405.5;2022-07-27 13:04:58.161617;2022-07-27 13:04:58.161617
118;4qtpne0d31;48303.7;2022-07-27 13:04:58.186893;2022-07-27 13:04:58.186893
119;zlbdz1zr51;35361.9;2022-07-27 13:04:58.218545;2022-07-27 13:04:58.218545
120;mm04lb56nm;40878.4;2022-07-27 13:04:58.251521;2022-07-27 13:04:58.251521
121;u9k5hnzwwg;35906.5;2022-07-27 13:04:58.282123;2022-07-27 13:04:58.282123
122;4n9px8n1az;36350.9;2022-07-27 13:04:58.312788;2022-07-27 13:04:58.312788
123;x1hcr36c9q;29219.7;2022-07-27 13:04:58.336776;2022-07-27 13:04:58.336776
124;e5t3eoc6rh;34726.9;2022-07-27 13:04:58.360799;2022-07-27 13:04:58.360799
125;hylkplgc7k;32199.3;2022-07-27 13:04:58.386639;2022-07-27 13:04:58.386639
126;8ozsnh73c2;43007.9;2022-07-27 13:04:58.412350;2022-07-27 13:04:58.412350
127;qmp4vvtyx2;46398.8;2022-07-27 13:04:58.435524;2022-07-27 13:04:58.435524
128;n9198itvwp;26232.0;2022-07-27 13:04:58.457955;2022-07-27 13:04:58.457955
129;5boc3x8g3i;37067.1;2022-07-27 13:04:58.480695;2022-07-27 13:04:58.480695
130;zmer66wav7;32158.8;2022-07-27 13:04:58.506880;2022-07-27 13:04:58.506880
131;46z04fkcqc;33027.6;2022-07-27 13:04:58.529583;2022-07-27 13:04:58.529583
132;jgl3jqlxhn;38958.9;2022-07-27 13:04:58.553617;2022-07-27 13:04:58.553617
133;r8o6zgzku2;24715.6;2022-07-27 13:04:58.585228;2022-07-27 13:04:58.585228
134;50zzzgfd6r;20369.0;2022-07-27 13:04:58.614873;2022-07-27 13:04:58.614873
135;ztdad67ybo;35779.1;2022-07-27 13:04:58.647626;2022-07-27 13:04:58.647626
136;8pkqztw4mj;34762.8;2022-07-27 13:04:58.677854;2022-07-27 13:04:58.677854
137;ygnaoa4j4t;31959.0;2022-07-27 13:04:58.705624;2022-07-27 13:04:58.705624
138;ii010v2rmt;36918.4;2022-07-27 13:04:58.730843;2022-07-27 13:04:58.730843
139;57cfjggri5;43310.1;2022-07-27 13:04:58.753645;2022-07-27 13:04:58.753645
140;1jnhwwh2fy;44277.9;2022-07-27 13:04:58.776884;2022-07-27 13:04:58.776884
141;ksi8jzw8ob;34226.3;2022-07-27 13:04:58.801164;2022-07-27 13:04:58.801164
142;wce7a0apd4;14193.6;2022-07-27 13:04:58.824286;2022-07-27 13:04:58.824286
143;c5o0tooyqd;32662.0;2022-07-27 13:04:58.849694;2022-07-27 13:04:58.849694
144;0ehleex7qs;41505.9;2022-07-27 13:04:58.873063;2022-07-27 13:04:58.873063
145;u5d1v6jvxz;28689.7;2022-07-27 13:04:58.897790;2022-07-27 13:04:58.897790
146;gqtqzl4rsn;32570.8;2022-07-27 13:04:58.915335;2022-07-27 13:04:58.915335
147;it8t4xnfgo;29727.4;2022-07-27 13:04:58.934381;2022-07-27 13:04:58.934381
148;fux1ay603y;41913.1;2022-07-27 13:04:58.962094;2022-07-27 13:04:58.962094
149;mbned0gefk;25938.3;2022-07-27 13:04:58.993151;2022-07-27 13:04:58.993151
150;lqeekbpvae;33164.1;2022-07-27 13:04:59.011485;2022-07-27 13:04:59.011485
151;e711cmngqm;41441.6;2022-07-27 13:04:59.030115;2022-07-27 13:04:59.030115
152;c3pk0qsan6;33623.8;2022-07-27 13:04:59.048928;2022-07-27 13:04:59.048928
153;0g6kebcbfy;41371.4;2022-07-27 13:04:59.067818;2022-07-27 13:04:59.067818
154;uenfdhnl3g;32756.7;2022-07-27 13:04:59.087671;2022-07-27 13:04:59.087671
155;hrw70epvwc;52284.2;2022-07-27 13:04:59.107353;2022-07-27 13:04:59.107353
156;hkjzdq2e3o;49682.4;2022-07-27 13:04:59.128794;2022-07-27 13:04:59.128794
157;zh9t6tsxy9;26033.9;2022-07-27 13:04:59.147807;2022-07-27 13:04:59.147807
158;pgjc1friel;35734.3;2022-07-27 13:04:59.168292;2022-07-27 13:04:59.168292
159;bcbuyeq7ew;20751.6;2022-07-27 13:04:59.188525;2022-07-27 13:04:59.188525
160;9s5d5aj1a6;15967.2;2022-07-27 13:04:59.208383;2022-07-27 13:04:59.208383
161;48kvpqtvom;51465.0;2022-07-27 13:04:59.227977;2022-07-27 13:04:59.227977
162;f2bwlh1eoc;35440.7;2022-07-27 13:04:59.248991;2022-07-27 13:04:59.248991
163;nfid8ivuj5;15623.5;2022-07-27 13:04:59.267667;2022-07-27 13:04:59.267667
164;1kjei3hr46;35128.1;2022-07-27 13:04:59.287702;2022-07-27 13:04:59.287702
165;v1lgebaltq;59327.6;2022-07-27 13:04:59.313514;2022-07-27 13:04:59.313514
166;r3xtdxhsd6;35476.0;2022-07-27 13:04:59.342253;2022-07-27 13:04:59.342253
167;qex48y2t2w;34390.3;2022-07-27 13:04:59.371961;2022-07-27 13:04:59.371961
168;f19555zm9v;37008.8;2022-07-27 13:04:59.402127;2022-07-27 13:04:59.402127
169;nyqldr06he;36791.1;2022-07-27 13:04:59.433806;2022-07-27 13:04:59.433806
170;c0kz86p7xo;55660.9;2022-07-27 13:04:59.461607;2022-07-27 13:04:59.461607
171;i4uv09dblu;32015.4;2022-07-27 13:04:59.491690;2022-07-27 13:04:59.491690
172;kv42vzafva;23369.3;2022-07-27 13:04:59.522481;2022-07-27 13:04:59.522481
173;qzpfuoccra;43449.2;2022-07-27 13:04:59.554378;2022-07-27 13:04:59.554378
174;snyi4mp38o;33713.1;2022-07-27 13:04:59.587402;2022-07-27 13:04:59.587402
175;yjt5ahi13p;31412.1;2022-07-27 13:04:59.621331;2022-07-27 13:04:59.621331
176;fy14bmdnkr;35363.9;2022-07-27 13:04:59.645265;2022-07-27 13:04:59.645265
177;7xnts5frvl;65827.6;2022-07-27 13:04:59.668150;2022-07-27 13:04:59.668150
178;bo8dbowhhm;12470.0;2022-07-27 13:04:59.688779;2022-07-27 13:04:59.688779
179;u08wo4a4g7;24318.0;2022-07-27 13:04:59.710274;2022-07-27 13:04:59.710274
180;n698rrcu0s;42394.5;2022-07-27 13:04:59.733677;2022-07-27 13:04:59.733677
181;u1s698998v;23152.8;2022-07-27 13:04:59.761364;2022-07-27 13:04:59.761364
182;l1ayjbj5w6;20363.7;2022-07-27 13:04:59.786866;2022-07-27 13:04:59.786866
183;fegjy9xk02;46367.6;2022-07-27 13:04:59.809328;2022-07-27 13:04:59.809328
184;58rgnutcb4;18741.7;2022-07-27 13:04:59.832742;2022-07-27 13:04:59.832742
185;loc6qu46oy;35987.4;2022-07-27 13:04:59.861344;2022-07-27 13:04:59.861344
186;xwhn2nfr1j;37653.0;2022-07-27 13:04:59.884613;2022-07-27 13:04:59.884613
187;nzitatt9ve;22108.3;2022-07-27 13:04:59.904366;2022-07-27 13:04:59.904366
188;w96e4bnbwq;14942.4;2022-07-27 13:04:59.924758;2022-07-27 13:04:59.924758
189;iow9jiqgsx;56035.3;2022-07-27 13:04:59.945661;2022-07-27 13:04:59.945661
190;7zka7s8us4;30799.3;2022-07-27 13:04:59.968279;2022-07-27 13:04:59.968279
191;i4mqlsbeoo;39688.0;2022-07-27 13:05:00.000058;2022-07-27 13:05:00.000058
192;42bfma0tz4;40339.3;2022-07-27 13:05:00.031602;2022-07-27 13:05:00.031602
193;p7yu4i5ikb;32201.2;2022-07-27 13:05:00.062554;2022-07-27 13:05:00.062554
194;pvryfj6bsi;41495.1;2022-07-27 13:05:00.096250;2022-07-27 13:05:00.096250
195;ai6ul9eki3;26503.5;2022-07-27 13:05:00.126794;2022-07-27 13:05:00.126794
196;s8thm85jwe;41564.0;2022-07-27 13:05:00.157388;2022-07-27 13:05:00.157388
197;9boln07xya;2381.38;2022-07-27 13:05:00.185983;2022-07-27 13:05:00.185983
198;w8yy4m4efm;26868.3;2022-07-27 13:05:00.209133;2022-07-27 13:05:00.209133
199;u41sz5ydg3;32565.6;2022-07-27 13:05:00.235814;2022-07-27 13:05:00.235814
200;t2nllp3m11;36495.1;2022-07-27 13:05:00.272383;2022-07-27 13:05:00.272383
201;kkympy0i2a;9215.08;2022-07-27 13:05:00.308518;2022-07-27 13:05:00.308518
202;nn1ofd94y6;37097.7;2022-07-27 13:05:00.337361;2022-07-27 13:05:00.337361
203;8147r7jmz4;61563.7;2022-07-27 13:05:00.356379;2022-07-27 13:05:00.356379
204;nzxm4447gt;25852.5;2022-07-27 13:05:00.382746;2022-07-27 13:05:00.382746
205;gterxgie0i;52008.4;2022-07-27 13:05:00.417667;2022-07-27 13:05:00.417667
206;vwoebtm9c9;39851.1;2022-07-27 13:05:00.449728;2022-07-27 13:05:00.449728
207;q3a6ur7oju;34277.8;2022-07-27 13:05:00.481087;2022-07-27 13:05:00.481087
208;ccoqs08itw;35117.0;2022-07-27 13:05:00.505925;2022-07-27 13:05:00.505925
209;5oudozfxg1;6593.53;2022-07-27 13:05:00.524630;2022-07-27 13:05:00.524630
210;8dahao7w9d;4111.74;2022-07-27 13:05:00.540712;2022-07-27 13:05:00.540712
211;8m0vz2nc81;10532.9;2022-07-27 13:05:00.558601;2022-07-27 13:05:00.558601
212;qjkdjw46u7;11181.9;2022-07-27 13:05:00.581917;2022-07-27 13:05:00.581917
213;g0vw387h3j;8223.07;2022-07-27 13:05:00.615792;2022-07-27 13:05:00.615792
214;x3hpbf4q3t;12606.9;2022-07-27 13:05:00.646249;2022-07-27 13:05:00.646249
215;d3ct3mewqh;2625.88;2022-07-27 13:05:00.678561;2022-07-27 13:05:00.678561
216;2h0l7di2yf;14773.9;2022-07-27 13:05:00.709142;2022-07-27 13:05:00.709142
217;xfelfnj6zf;6984.94;2022-07-27 13:05:00.738173;2022-07-27 13:05:00.738173
218;3seehe9hky;11035.9;2022-07-27 13:05:00.759369;2022-07-27 13:05:00.759369
219;06ts8z77e3;5028.41;2022-07-27 13:05:00.792878;2022-07-27 13:05:00.792878
220;t0e5t00w4p;11617.5;2022-07-27 13:05:00.815622;2022-07-27 13:05:00.815622
221;tvmn9r2wvz;8769.53;2022-07-27 13:05:00.835936;2022-07-27 13:05:00.835936
222;pkkn6g1kzo;12090.2;2022-07-27 13:05:00.854309;2022-07-27 13:05:00.854309
223;vtr5k6g2q7;12094.1;2022-07-27 13:05:00.883620;2022-07-27 13:05:00.883620
224;8ifhupm0dq;11887.8;2022-07-27 13:05:00.903321;2022-07-27 13:05:00.903321
225;8r7ml8p1kj;10160.6;2022-07-27 13:05:00.920616;2022-07-27 13:05:00.920616
226;valky71rbq;7927.94;2022-07-27 13:05:00.938515;2022-07-27 13:05:00.938515
227;f9sgbut35g;6171.98;2022-07-27 13:05:00.957047;2022-07-27 13:05:00.957047
228;ynfyzbnoxl;10470.4;2022-07-27 13:05:00.976329;2022-07-27 13:05:00.976329
229;q3wagj5hsp;9899.21;2022-07-27 13:05:01.006437;2022-07-27 13:05:01.006437
230;9c0shaf4ld;12317.2;2022-07-27 13:05:01.026979;2022-07-27 13:05:01.026979
231;8au3n0nprn;3243.91;2022-07-27 13:05:01.043412;2022-07-27 13:05:01.043412
232;qyrndj244m;6861.77;2022-07-27 13:05:01.069603;2022-07-27 13:05:01.069603
233;09skdntdal;12130.3;2022-07-27 13:05:01.096487;2022-07-27 13:05:01.096487
234;qpla9xbzch;9121.89;2022-07-27 13:05:01.122263;2022-07-27 13:05:01.122263
235;v0eolmkzxt;4408.56;2022-07-27 13:05:01.152719;2022-07-27 13:05:01.152719
236;3ny40xfbqs;12423.0;2022-07-27 13:05:01.182091;2022-07-27 13:05:01.182091
237;wf006azrjc;10494.8;2022-07-27 13:05:01.203830;2022-07-27 13:05:01.203830
238;baup093m07;11189.7;2022-07-27 13:05:01.224487;2022-07-27 13:05:01.224487
239;t32mhwpler;11048.5;2022-07-27 13:05:01.246328;2022-07-27 13:05:01.246328
240;hklv5rsgm9;10001.5;2022-07-27 13:05:01.273261;2022-07-27 13:05:01.273261
241;pfrmje3xrj;10577.7;2022-07-27 13:05:01.303718;2022-07-27 13:05:01.303718
242;hd33n8x35e;12085.5;2022-07-27 13:05:01.331085;2022-07-27 13:05:01.331085
243;m48wh76mqa;12228.7;2022-07-27 13:05:01.357022;2022-07-27 13:05:01.357022
244;xs6lgqh2st;14601.6;2022-07-27 13:05:01.379328;2022-07-27 13:05:01.379328
245;k6ug1e88f9;9832.44;2022-07-27 13:05:01.399295;2022-07-27 13:05:01.399295
246;yvqxv2xox5;12488.8;2022-07-27 13:05:01.419539;2022-07-27 13:05:01.419539
247;3jljn5i3vz;12635.0;2022-07-27 13:05:01.438607;2022-07-27 13:05:01.438607
248;stt6ubtc3k;10759.2;2022-07-27 13:05:01.455517;2022-07-27 13:05:01.455517
249;iurxg4yu3p;6634.95;2022-07-27 13:05:01.472567;2022-07-27 13:05:01.472567
250;me8qqppp68;12522.7;2022-07-27 13:05:01.489372;2022-07-27 13:05:01.489372
251;vks78lm7bk;9458.91;2022-07-27 13:05:01.509456;2022-07-27 13:05:01.509456
252;ea701n8p67;12991.5;2022-07-27 13:05:01.529673;2022-07-27 13:05:01.529673
253;mf6mkmfbwd;8309.28;2022-07-27 13:05:01.547819;2022-07-27 13:05:01.547819
254;97rqcvvic7;8213.2;2022-07-27 13:05:01.565849;2022-07-27 13:05:01.565849
255;enk35fnbq1;13216.7;2022-07-27 13:05:01.588910;2022-07-27 13:05:01.588910
256;acena6kn4t;7173.11;2022-07-27 13:05:01.620198;2022-07-27 13:05:01.620198
257;6fcdd09z5q;12184.3;2022-07-27 13:05:01.644132;2022-07-27 13:05:01.644132
258;228vr1sekx;9831.94;2022-07-27 13:05:01.666395;2022-07-27 13:05:01.666395
259;u2kz5e2pbj;11930.6;2022-07-27 13:05:01.688530;2022-07-27 13:05:01.688530
260;seu5be99cy;11861.6;2022-07-27 13:05:01.718497;2022-07-27 13:05:01.718497
261;9gduyilqu1;11334.2;2022-07-27 13:05:01.751694;2022-07-27 13:05:01.751694
262;tk1bf2u47b;14471.2;2022-07-27 13:05:01.786395;2022-07-27 13:05:01.786395
263;usd2bjgv7w;20675.2;2022-07-27 13:05:01.812716;2022-07-27 13:05:01.812716
264;4hk4b9apfb;12992.1;2022-07-27 13:05:01.834672;2022-07-27 13:05:01.834672
265;wl7coxuppd;23347.3;2022-07-27 13:05:01.857579;2022-07-27 13:05:01.857579
266;lymcm1te72;25534.7;2022-07-27 13:05:01.886307;2022-07-27 13:05:01.886307
267;p6s24is1ya;19466.2;2022-07-27 13:05:01.912195;2022-07-27 13:05:01.912195
268;bj4snzaljz;16254.8;2022-07-27 13:05:01.937390;2022-07-27 13:05:01.937390
269;yllw9j3dp8;18112.1;2022-07-27 13:05:01.963026;2022-07-27 13:05:01.963026
270;8gg507r0pg;12678.1;2022-07-27 13:05:01.986445;2022-07-27 13:05:01.986445
271;l6mljvv38i;13023.3;2022-07-27 13:05:02.013937;2022-07-27 13:05:02.013937
272;tymrr9s2lp;14936.3;2022-07-27 13:05:02.041307;2022-07-27 13:05:02.041307
273;ponqb4gio0;26387.9;2022-07-27 13:05:02.071093;2022-07-27 13:05:02.071093
274;y873i8oc5a;20231.5;2022-07-27 13:05:02.101931;2022-07-27 13:05:02.101931
275;tff3msfwk3;30139.7;2022-07-27 13:05:02.129979;2022-07-27 13:05:02.129979
276;3hhcn9jfyg;24525.8;2022-07-27 13:05:02.156488;2022-07-27 13:05:02.156488
277;kl8o65u7x2;22998.2;2022-07-27 13:05:02.180522;2022-07-27 13:05:02.180522
278;jmas4xc4qj;23883.8;2022-07-27 13:05:02.204920;2022-07-27 13:05:02.204920
279;wbulup96n8;19456.8;2022-07-27 13:05:02.227928;2022-07-27 13:05:02.227928
280;xx18umouzd;19689.1;2022-07-27 13:05:02.250835;2022-07-27 13:05:02.250835
281;iakb3mtwob;22237.8;2022-07-27 13:05:02.273174;2022-07-27 13:05:02.273174
282;vvz5lnihdx;21992.7;2022-07-27 13:05:02.297534;2022-07-27 13:05:02.297534
283;eiodyoajve;19071.7;2022-07-27 13:05:02.325749;2022-07-27 13:05:02.325749
284;djalyfbkhe;21687.0;2022-07-27 13:05:02.353623;2022-07-27 13:05:02.353623
285;qfb967jslo;16858.9;2022-07-27 13:05:02.383078;2022-07-27 13:05:02.383078
286;d162l954or;8675.04;2022-07-27 13:05:02.414077;2022-07-27 13:05:02.414077
287;5a6qinzi30;15035.5;2022-07-27 13:05:02.446490;2022-07-27 13:05:02.446490
288;r1ehtywgkx;24562.1;2022-07-27 13:05:02.478230;2022-07-27 13:05:02.478230
